year,country,primary_energy_consumption,renewables_share_energy,population,gdp
2018,Romania,396.421,18.401,19606778.0,386236481536.0
1985,Russia,9555.139,4.943,142896384.0,1795626500096.0
1986,Russia,9724.456,4.997,144046480.0,1840205398016.0
1987,Russia,10042.625,4.786,145312016.0,1838644330496.0
1988,Russia,10218.061,4.657,146464384.0,1868131729408.0
1989,Russia,10255.829,4.605,147341504.0,1881091735552.0
1990,Russia,10076.103,4.898,148005696.0,1834865262592.0
1991,Russia,9938.643,5.003,148455408.0,1777486528512.0
1992,Russia,9566.619,5.337,148725600.0,1555013173248.0
1993,Russia,8919.131,5.78,148897280.0,1449494315008.0
1994,Russia,8138.424,6.394,148829120.0,1295583412224.0
1995,Russia,7702.033,6.769,148557456.0,1270544072704.0
1996,Russia,7413.202,6.157,148233408.0,1254719356928.0
1997,Russia,7011.005,6.642,147939968.0,1299740884992.0
1998,Russia,6997.946,6.7,147672720.0,1259447386112.0
1999,Russia,7086.538,6.699,147336384.0,1369025019904.0
2000,Russia,7214.09,6.729,146844848.0,1540482793472.0
2001,Russia,7328.268,6.976,146235520.0,1650354421760.0
2002,Russia,7298.46,6.493,145590144.0,1773704445952.0
2003,Russia,7448.467,6.075,144946720.0,1946812547072.0
2004,Russia,7514.088,6.754,144353648.0,2135166287872.0
2005,Russia,7503.902,6.604,143800048.0,2320883253248.0
2006,Russia,7836.936,6.31,143338672.0,2565919997952.0
2007,Russia,7878.334,6.371,143117680.0,2852284792832.0
2008,Russia,7914.625,5.867,143086544.0,3070320967680.0
2009,Russia,7522.19,6.485,143163648.0,2897514594304.0
2010,Russia,7814.577,5.932,143242592.0,3099422883840.0
2011,Russia,8080.629,5.585,143364544.0,3300296753152.0
2012,Russia,8128.429,5.531,143629360.0,3421750689792.0
2013,Russia,8032.607,6.163,143956864.0,3473313366016.0
2014,Russia,8057.55,5.857,144285072.0,3559951171584.0
2015,Russia,7930.555,5.737,144668384.0,3463078477824.0
2016,Russia,8092.628,6.147,145109152.0,3461967511552.0
2017,Russia,8141.66,6.101,145452544.0,3524075192320.0
2018,Russia,8441.753,6.031,145652288.0,3613410459648.0
1965,Saudi Arabia,235.14,0.0,4978924.0,46439223296.0
1966,Saudi Arabia,238.322,0.0,5173240.0,53195042816.0
1967,Saudi Arabia,241.765,0.0,5381032.0,57878675456.0
1968,Saudi Arabia,245.518,0.0,5604583.0,63038984192.0
1969,Saudi Arabia,249.663,0.0,5844855.0,67871506432.0
1970,Saudi Arabia,262.855,0.0,6106192.0,74243293184.0
1971,Saudi Arabia,263.272,0.0,6396665.0,84937220096.0
1972,Saudi Arabia,282.169,0.0,6724259.0,97984577536.0
1973,Saudi Arabia,301.0,0.0,7088765.0,117324595200.0
1974,Saudi Arabia,319.354,0.0,7483511.0,135018029056.0
1975,Saudi Arabia,253.261,0.0,7897541.0,135364157440.0
1976,Saudi Arabia,292.794,0.0,8319558.0,147051528192.0
1977,Saudi Arabia,345.762,0.0,8755223.0,169267986432.0
1978,Saudi Arabia,385.336,0.0,9210568.0,179340345344.0
1979,Saudi Arabia,466.843,0.0,9682002.0,191331696640.0
1980,Saudi Arabia,419.916,0.0,10171712.0,210662326272.0
1981,Saudi Arabia,501.237,0.0,10678218.0,227352166400.0
1982,Saudi Arabia,551.853,0.0,11201155.0,231114686464.0
1983,Saudi Arabia,597.982,0.0,11746019.0,206256832512.0
1984,Saudi Arabia,715.298,0.0,12310362.0,206035222528.0
1985,Saudi Arabia,729.734,0.0,12890250.0,192246218752.0
1986,Saudi Arabia,784.659,0.0,13483356.0,180536016896.0
1987,Saudi Arabia,831.738,0.0,14089800.0,188872491008.0
1988,Saudi Arabia,870.275,0.0,14713717.0,194907914240.0
1989,Saudi Arabia,856.545,0.0,15353231.0,201950986240.0
1990,Saudi Arabia,928.337,0.0,16004768.0,230231015424.0
1991,Saudi Arabia,972.452,0.0,16654283.0,279282647040.0
1992,Saudi Arabia,981.756,0.0,17281352.0,306153193472.0
1993,Saudi Arabia,1002.85,0.0,17846472.0,318108073984.0
1994,Saudi Arabia,1159.58,0.0,18367526.0,336600596480.0
1995,Saudi Arabia,1130.006,0.0,18888862.0,354480717824.0
1996,Saudi Arabia,1168.553,0.0,19410278.0,381901504512.0
1997,Saudi Arabia,1190.249,0.0,19938380.0,404884848640.0
1998,Saudi Arabia,1252.577,0.0,20472576.0,436679278592.0
1999,Saudi Arabia,1275.43,0.0,21009664.0,440714592256.0
1992,Singapore,298.587,0.262,3228234.0,80669507584.0
1993,Singapore,326.212,0.24,3334134.0,90974445568.0
1994,Singapore,373.083,0.21,3438616.0,102035136512.0
1995,Singapore,388.941,0.201,3543878.0,110414864384.0
1996,Singapore,392.477,0.199,3651905.0,120048672768.0
1997,Singapore,412.801,0.189,3760649.0,131444244480.0
1998,Singapore,418.509,0.187,3866296.0,129944207360.0
1999,Singapore,414.326,0.189,3966485.0,139396956160.0
1985,Slovakia,239.667,2.612,5146573.0,60783828992.0
1986,Slovakia,237.593,2.085,5175412.0,63316652032.0
1987,Slovakia,242.957,2.351,5201175.0,64851091456.0
1988,Slovakia,244.171,2.125,5224911.0,66120765440.0
1989,Slovakia,247.676,2.342,5245120.0,66785525760.0
1990,Slovakia,248.354,2.238,5261310.0,65119608832.0
1991,Slovakia,222.188,1.874,5280230.0,55497322496.0
1992,Slovakia,213.742,2.68,5301897.0,51833806848.0
1993,Slovakia,209.976,4.882,5321863.0,55429943296.0
1994,Slovakia,206.843,6.226,5338814.0,58743312384.0
1995,Slovakia,209.749,6.88,5349999.0,63231098880.0
1996,Slovakia,211.202,5.918,5358288.0,67359354880.0
1997,Slovakia,207.321,5.796,5365829.0,71293222912.0
1998,Slovakia,209.521,6.022,5371086.0,73994518528.0
1999,Slovakia,211.293,6.261,5374617.0,73685016576.0
2000,Slovakia,218.247,6.253,5376700.0,74412965888.0
2001,Slovakia,224.558,6.816,5376457.0,76717629440.0
2002,Slovakia,226.427,7.019,5375206.0,80015532032.0
2003,Slovakia,219.883,4.746,5374381.0,84169826304.0
2004,Slovakia,215.043,5.537,5374932.0,88408940544.0
2005,Slovakia,226.267,5.972,5376251.0,94173028352.0
2006,Slovakia,220.178,6.482,5377239.0,101914034176.0
2007,Slovakia,206.629,7.169,5378381.0,112674938880.0
2008,Slovakia,212.209,6.531,5381641.0,118765707264.0
2009,Slovakia,192.318,7.752,5388934.0,112082665472.0
2010,Slovakia,205.5,8.702,5396428.0,117478088704.0
2011,Slovakia,197.691,7.831,5402686.0,120534253568.0
2012,Slovakia,189.893,8.703,5409283.0,122527850496.0
2013,Slovakia,194.587,9.726,5414744.0,124358402048.0
2014,Slovakia,181.12,10.568,5419572.0,127551856640.0
2015,Slovakia,182.99,10.29,5424449.0,132440055808.0
2016,Slovakia,184.744,10.976,5431205.0,136796127232.0
2017,Slovakia,194.595,10.269,5439418.0,140963397632.0
2018,Slovakia,191.296,9.377,5446746.0,146456461312.0
1990,Slovenia,69.298,12.69,1986030.0,36026961920.0
1991,Slovenia,69.409,15.371,1989799.0,32680462336.0
1992,Slovenia,64.881,15.6,1991344.0,30763878400.0
1993,Slovenia,66.658,13.463,1991685.0,31503259648.0
1994,Slovenia,70.95,14.166,1991454.0,33038143488.0
1995,Slovenia,74.498,12.908,1991115.0,35329814528.0
1996,Slovenia,78.158,13.877,1990671.0,36416385024.0
1997,Slovenia,79.932,11.435,1989831.0,38114369536.0
1998,Slovenia,80.156,12.727,1988287.0,39200575488.0
1999,Slovenia,79.328,14.062,1986263.0,41091821568.0
2000,Slovenia,78.626,14.703,1984339.0,42615771136.0
2001,Slovenia,82.193,13.847,1982489.0,43686670336.0
2002,Slovenia,81.775,12.223,1983769.0,45168627712.0
2003,Slovenia,80.213,11.177,1989413.0,46254137344.0
2004,Slovenia,85.18,14.307,1996731.0,48061218816.0
2005,Slovenia,85.187,12.046,2004780.0,49771966464.0
2006,Slovenia,85.954,12.315,2013577.0,52362579968.0
2007,Slovenia,85.467,11.383,2023230.0,55758200832.0
2008,Slovenia,93.642,13.359,2034037.0,57353908224.0
2009,Slovenia,86.507,16.353,2045578.0,52654862336.0
2010,Slovenia,86.66,15.926,2057294.0,53079736320.0
2011,Slovenia,84.135,13.345,2065457.0,53196414976.0
2012,Slovenia,81.758,15.392,2069365.0,51766657024.0
2013,Slovenia,80.883,18.214,2072374.0,51204718592.0
2014,Slovenia,82.972,22.34,2074923.0,52794142720.0
2015,Slovenia,74.827,16.312,2080865.0,54016270336.0
2016,Slovenia,79.978,17.387,2090020.0,55372836864.0
2017,Slovenia,80.839,15.197,2098396.0,58049191936.0
2018,Slovenia,82.48,18.003,2105931.0,60439879680.0
1965,South Africa,354.229,0.031,19187198.0,112882728960.0
1966,South Africa,356.429,0.03,19789772.0,117778087936.0
1967,South Africa,371.155,0.021,20410682.0,125836943360.0
1968,South Africa,391.708,0.018,21050540.0,131293347840.0
1969,South Africa,403.315,0.015,21704214.0,139369758720.0
1970,South Africa,421.478,0.018,22368306.0,146627018752.0
1971,South Africa,454.026,0.073,23031448.0,153821282304.0
1972,South Africa,469.029,0.526,23698512.0,156779560960.0
1973,South Africa,504.605,0.577,24382514.0,163375546368.0
1974,South Africa,519.095,0.645,25077016.0,172551372800.0
1975,South Africa,553.408,0.598,25777966.0,175749496832.0
1976,South Africa,577.602,0.96,26480298.0,180034633728.0
1977,South Africa,591.76,0.971,27199844.0,179681542144.0
1978,South Africa,586.007,0.962,27943454.0,185013862400.0
1979,South Africa,605.098,0.559,28697016.0,192300236800.0
1980,South Africa,645.864,0.454,29463546.0,204702613504.0
1981,South Africa,751.926,0.65,30232564.0,215434543104.0
1982,South Africa,808.715,0.371,31022418.0,214585933824.0
1983,South Africa,819.453,0.215,31865176.0,210671517696.0
1984,South Africa,895.522,0.185,32768206.0,221387587584.0
1985,South Africa,914.556,0.202,33752964.0,218712375296.0
1986,South Africa,931.701,0.515,34877840.0,218892222464.0
1987,South Africa,946.451,0.505,36119328.0,223307087872.0
1988,South Africa,1042.3,0.897,37393848.0,232506867712.0
1989,South Africa,995.722,0.819,38668684.0,237353615360.0
1990,South Africa,1029.669,0.29,39877568.0,235128504320.0
1991,South Africa,1022.248,0.573,40910964.0,237173669888.0
1992,South Africa,1027.038,0.217,41760756.0,236546768896.0
1993,South Africa,1025.258,0.042,42525444.0,244041351168.0
1994,South Africa,1069.309,0.297,43267980.0,256732102656.0
1995,South Africa,1117.516,0.14,43986088.0,269822885888.0
1996,South Africa,1139.763,0.359,44661608.0,286805360640.0
1997,South Africa,1165.543,0.571,45285052.0,300044517376.0
1998,South Africa,1145.026,0.476,45852172.0,307359744000.0
1999,South Africa,1183.745,0.234,46364680.0,320626884608.0
2000,South Africa,1185.383,0.406,46813272.0,340328906752.0
2001,South Africa,1191.536,0.54,47229712.0,356322443264.0
2002,South Africa,1161.125,0.696,47661516.0,376468996096.0
2003,South Africa,1257.957,0.342,48104044.0,394999857152.0
2004,South Africa,1372.772,0.34,48556064.0,420863967232.0
2005,South Africa,1299.378,0.409,49017156.0,451561291776.0
2006,South Africa,1326.061,0.731,49491764.0,485980667904.0
2007,South Africa,1362.193,0.76,49996096.0,521805725696.0
2008,South Africa,1459.696,0.39,50565816.0,548744658944.0
2009,South Africa,1453.214,0.409,51170780.0,550669123584.0
2010,South Africa,1462.799,0.326,51784928.0,578235138048.0
2011,South Africa,1444.958,0.731,52443320.0,608683556864.0
2012,South Africa,1422.703,0.354,53145036.0,622114308096.0
2013,South Africa,1429.005,0.409,53873608.0,637619470336.0
2014,South Africa,1445.511,0.849,54729556.0,648455192576.0
2015,South Africa,1416.613,1.356,55876504.0,656850354176.0
2016,South Africa,1480.322,1.571,56422272.0,658694340608.0
2017,South Africa,1474.569,2.29,56641208.0,668014870528.0
2018,South Africa,1418.704,2.408,57339632.0,673272168448.0
1986,South Korea,700.47,1.313,41808708.0,402092261376.0
1987,South Korea,776.487,1.51,42405260.0,452221960192.0
1988,South Korea,866.703,0.678,42988456.0,506050969600.0
1989,South Korea,942.222,0.93,43567516.0,541627580416.0
1990,South Korea,1066.037,1.3,44120040.0,594764496896.0
1991,South Korea,1205.615,0.855,44487412.0,651871518720.0
1992,South Korea,1359.716,0.674,44703708.0,687368699904.0
1993,South Korea,1491.08,0.839,44932856.0,729369280512.0
1994,South Korea,1607.975,0.432,45165784.0,791073914880.0
1995,South Korea,1756.939,0.51,45393416.0,860793733120.0
1996,South Korea,1940.434,0.436,45660164.0,919812636672.0
1997,South Korea,2131.123,0.403,45962392.0,967604961280.0
1998,South Korea,1948.724,0.66,46250260.0,908368084992.0
1999,South Korea,2123.568,0.594,46520448.0,1004162449408.0
2000,South Korea,2245.913,0.542,46788588.0,1086261690368.0
2001,South Korea,2300.119,0.312,47064784.0,1127616217088.0
2002,South Korea,2406.09,0.419,47320664.0,1203066634240.0
2003,South Korea,2483.298,0.599,47539740.0,1229830488064.0
2004,South Korea,2541.355,0.535,47727288.0,1281243873280.0
2005,South Korea,2627.459,0.454,47889576.0,1322354606080.0
2006,South Korea,2670.581,0.45,48049348.0,1381281431552.0
2007,South Korea,2750.528,0.504,48220600.0,1446721486848.0
2008,South Korea,2796.214,0.529,48398632.0,1477425233920.0
2009,South Korea,2811.591,0.57,48588024.0,1477640585216.0
2010,South Korea,3037.211,0.662,48813036.0,1562822836224.0
2011,South Korea,3177.892,0.745,49169880.0,1609219833856.0
2012,South Korea,3216.42,0.771,49634188.0,1646108213248.0
2013,South Korea,3228.407,1.001,50098228.0,1693809246208.0
2014,South Korea,3256.654,1.187,50558044.0,1750416228352.0
2015,South Korea,3314.042,1.351,50994396.0,1799248019456.0
2016,South Korea,3412.538,1.541,51309984.0,1849123405824.0
2017,South Korea,3446.665,1.835,51511640.0,1907555696640.0
2018,South Korea,3505.189,2.304,51676900.0,1958392102912.0
1969,Spain,490.208,18.46,33480508.0,312399527936.0
1970,Spain,528.761,15.559,33792624.0,322199191552.0
1971,Spain,582.201,16.188,34133624.0,338325897216.0
1972,Spain,629.562,16.69,34515176.0,372604076032.0
1973,Spain,689.238,12.43,34898152.0,405429714944.0
1974,Spain,717.367,12.623,35329900.0,435862962176.0
1975,Spain,736.829,10.509,35760432.0,448847380480.0
1976,Spain,787.319,7.937,36139072.0,469865955328.0
1977,Spain,816.26,14.477,36513080.0,486169149440.0
1978,Spain,819.629,14.644,36865440.0,500314800128.0
1979,Spain,882.752,15.633,37188964.0,508933406720.0
1980,Spain,887.016,9.981,37491664.0,525136953344.0
1981,Spain,894.217,7.407,37758648.0,524547358720.0
1982,Spain,893.8,8.885,37982144.0,533475590144.0
1983,Spain,914.974,8.936,38169764.0,543627968512.0
1984,Spain,929.585,10.204,38329928.0,548895817728.0
1985,Spain,922.283,10.243,38471924.0,566076964864.0
1986,Spain,941.692,8.502,38590808.0,589787037696.0
1987,Spain,976.362,8.477,38694532.0,632511266816.0
1988,Spain,1019.785,10.431,38781724.0,674538651648.0
1989,Spain,1068.388,5.533,38847320.0,719939436544.0
1990,Spain,1068.754,7.199,38889888.0,756125007872.0
1991,Spain,1106.518,7.453,38997064.0,787366543360.0
1992,Spain,1159.128,5.013,39202248.0,805944623104.0
1993,Spain,1121.501,6.625,39420540.0,799270240256.0
1994,Spain,1174.692,7.314,39623732.0,827806515200.0
1995,Spain,1219.41,5.938,39814568.0,865578975232.0
1996,Spain,1266.568,9.653,39996476.0,895966511104.0
1997,Spain,1336.445,8.211,40180048.0,937387425792.0
1998,Spain,1400.882,7.815,40362356.0,988972449792.0
1999,Spain,1443.704,5.629,40542232.0,1044700856320.0
2000,Spain,1527.637,7.008,40741652.0,1108745388032.0
2001,Spain,1597.853,9.168,40966448.0,1164389515264.0
2002,Spain,1615.075,6.446,41477652.0,1206112747520.0
2003,Spain,1706.87,9.759,42230268.0,1254542540800.0
2004,Spain,1769.33,8.441,42959672.0,1307501395968.0
2005,Spain,1781.447,6.923,43685372.0,1365024047104.0
2006,Spain,1807.2,8.361,44422824.0,1434224295936.0
2007,Spain,1846.826,9.065,45245784.0,1498934280192.0
2008,Spain,1795.815,9.948,45966544.0,1528105271296.0
2009,Spain,1664.806,12.662,46367772.0,1486563442688.0
2010,Spain,1709.882,16.743,46572776.0,1498927202304.0
2011,Spain,1677.629,15.473,46729232.0,1495441604608.0
2012,Spain,1668.326,15.89,46756084.0,1453746159616.0
2013,Spain,1584.891,19.901,46603460.0,1429213675520.0
2014,Spain,1555.551,20.089,46464548.0,1450312204288.0
2015,Spain,1574.962,17.508,46431344.0,1497526566912.0
2016,Spain,1589.974,18.61,46473320.0,1417044295680.0
2017,Spain,1608.111,15.682,46584168.0,1458021990400.0
2018,Spain,1637.08,18.231,46792044.0,1492300201984.0
2007,Sri Lanka,67.44,16.629,20078652.0,144588128256.0
1985,Sweden,691.626,31.185,8389918.0,215471751168.0
1986,Sweden,716.907,26.017,8411798.0,220206333952.0
1987,Sweden,701.871,31.166,8438000.0,226880372736.0
1988,Sweden,685.929,31.078,8468135.0,231720042496.0
1989,Sweden,670.826,32.671,8504982.0,237234962432.0
1990,Sweden,682.312,32.335,8548407.0,240234004480.0
1991,Sweden,647.093,29.826,8594170.0,237965099008.0
1992,Sweden,651.966,34.726,8640277.0,235763220480.0
1993,Sweden,644.957,35.323,8683403.0,231559217152.0
1994,Sweden,645.039,28.229,8723467.0,241527455744.0
1995,Sweden,652.437,32.062,8758496.0,251744239616.0
1996,Sweden,633.993,25.266,8785493.0,256500908032.0
1997,Sweden,656.358,32.551,8807868.0,264172109824.0
1998,Sweden,710.334,32.492,8828629.0,276042121216.0
1999,Sweden,689.672,32.14,8848881.0,289704280064.0
2000,Sweden,639.47,38.596,8871042.0,303455109120.0
2001,Sweden,685.889,35.828,8896748.0,308399210496.0
2002,Sweden,642.011,32.522,8926011.0,317464870912.0
2003,Sweden,615.181,27.901,8961506.0,326406144000.0
2004,Sweden,662.642,30.188,9004263.0,341905244160.0
2005,Sweden,679.983,34.65,9051739.0,354498740224.0
2006,Sweden,639.75,32.325,9104724.0,372237959168.0
2007,Sweden,649.478,34.601,9164274.0,387885170688.0
2008,Sweden,640.233,37.008,9229282.0,388983685120.0
2009,Sweden,586.75,39.18,9301413.0,373029306368.0
2010,Sweden,623.752,38.56,9381722.0,399841820672.0
2011,Sweden,614.717,39.87,9467384.0,397621100544.0
2012,Sweden,652.446,43.306,9555984.0,396489588736.0
2013,Sweden,611.276,38.955,9648935.0,401409179648.0
2014,Sweden,608.458,40.649,9747507.0,411859910656.0
2015,Sweden,629.151,46.612,9849344.0,428683493376.0
2016,Sweden,617.913,42.112,9953322.0,443163607040.0
2017,Sweden,637.866,43.363,10058191.0,454543736832.0
2018,Sweden,624.849,42.241,10162300.0,463407448064.0
1968,Switzerland,219.987,39.674,6068208.0,131196510208.0
1969,Switzerland,227.568,36.701,6136805.0,138575265792.0
1970,Switzerland,249.066,34.635,6181231.0,147142836224.0
1971,Switzerland,254.864,33.697,6213706.0,155328069632.0
1972,Switzerland,251.061,28.543,6261160.0,162319728640.0
1973,Switzerland,277.651,28.315,6307365.0,167492534272.0
1974,Switzerland,265.428,31.027,6341220.0,166140018688.0
1975,Switzerland,275.54,34.594,6338272.0,156680781824.0
1976,Switzerland,263.137,29.048,6302079.0,156767911936.0
1977,Switzerland,292.394,35.284,6280842.0,160630243328.0
1978,Switzerland,287.99,32.514,6281527.0,165652381696.0
1979,Switzerland,286.99,30.904,6294185.0,169193324544.0
1980,Switzerland,307.227,32.373,6319116.0,174991867904.0
1981,Switzerland,306.94,34.292,6353701.0,178175066112.0
1982,Switzerland,300.742,35.782,6390953.0,178914492416.0
1983,Switzerland,312.755,33.555,6418416.0,182090694656.0
1984,Switzerland,303.026,29.56,6441452.0,184888541184.0
1985,Switzerland,323.777,29.632,6469830.0,193084801024.0
1986,Switzerland,339.863,29.059,6503525.0,203695226880.0
1987,Switzerland,337.861,30.83,6544455.0,211297730560.0
1988,Switzerland,340.438,31.572,6592667.0,217769050112.0
1989,Switzerland,318.163,28.203,6646209.0,225335066624.0
1990,Switzerland,331.625,26.992,6711685.0,234154442752.0
1991,Switzerland,340.572,28.264,6795392.0,236259213312.0
1992,Switzerland,346.055,28.395,6873188.0,240475389952.0
1993,Switzerland,345.474,31.083,6936123.0,244573601792.0
1994,Switzerland,362.976,32.318,6991543.0,252214820864.0
1995,Switzerland,343.995,30.771,7038302.0,258065989632.0
1996,Switzerland,332.291,26.179,7069694.0,264364883968.0
1997,Switzerland,355.316,28.933,7086993.0,275430572032.0
1998,Switzerland,357.326,28.327,7108225.0,288736575488.0
1999,Switzerland,373.426,32.331,7142199.0,298852253696.0
2000,Switzerland,364.336,30.639,7182052.0,316330344448.0
2001,Switzerland,389.127,31.929,7224413.0,326784483328.0
2002,Switzerland,362.244,29.157,7276479.0,333238534144.0
2003,Switzerland,358.359,28.983,7330729.0,339510165504.0
2004,Switzerland,353.16,28.437,7381153.0,355558785024.0
2005,Switzerland,338.784,27.377,7428437.0,373064302592.0
2006,Switzerland,352.537,26.049,7475014.0,395138629632.0
2007,Switzerland,348.594,29.712,7541909.0,419030794240.0
2008,Switzerland,360.189,29.264,7638288.0,436420476928.0
2009,Switzerland,359.157,28.949,7734402.0,434943557632.0
2010,Switzerland,349.78,29.909,7822444.0,455990116352.0
2011,Switzerland,332.034,28.473,7910988.0,472720965632.0
2012,Switzerland,350.93,31.886,7995738.0,477669457920.0
2013,Switzerland,360.046,31.022,8088370.0,486174916608.0
2014,Switzerland,343.728,32.349,8187792.0,495886106624.0
2015,Switzerland,336.097,33.335,8281735.0,500062388224.0
2016,Switzerland,316.121,32.582,8372902.0,508579282944.0
2017,Switzerland,316.847,32.481,8451688.0,517730729984.0
2018,Switzerland,321.795,32.541,8514431.0,531971145728.0
1965,Taiwan,70.358,10.868,13070711.0,36829908992.0
1966,Taiwan,75.376,10.439,13515908.0,40129560576.0
1967,Taiwan,82.268,9.468,13917831.0,44417998848.0
1968,Taiwan,94.508,12.09,14271108.0,48490311680.0
1969,Taiwan,98.923,9.123,14617243.0,52823998464.0
1970,Taiwan,107.678,7.868,14957875.0,58767409152.0
1971,Taiwan,135.221,6.759,15292070.0,66433138688.0
1972,Taiwan,144.47,7.442,15617412.0,75263614976.0
1973,Taiwan,168.834,5.953,15933851.0,84935180288.0
1974,Taiwan,161.683,8.605,16243908.0,85927157760.0
1975,Taiwan,178.12,8.734,16551776.0,90166452224.0
1976,Taiwan,216.885,5.838,16860826.0,102636576768.0
1977,Taiwan,238.004,4.998,17171488.0,113116258304.0
1978,Taiwan,281.166,5.223,17482888.0,128499712000.0
1979,Taiwan,298.47,4.525,17793468.0,139008212992.0
1980,Taiwan,314.67,2.75,18100280.0,149134589952.0
1981,Taiwan,294.67,4.808,18400564.0,158330650624.0
1982,Taiwan,329.014,4.304,18692876.0,163935092736.0
1983,Taiwan,363.937,4.056,18976102.0,177801216000.0
1984,Taiwan,379.65,3.418,19249256.0,196633690112.0
1985,Taiwan,397.343,4.468,19511876.0,206396293120.0
1986,Taiwan,432.425,4.195,19761802.0,230398771200.0
1987,Taiwan,468.093,3.482,19995934.0,267740872704.0
1988,Taiwan,517.021,2.675,20211368.0,280142610432.0
1989,Taiwan,548.734,2.734,20404386.0,303193423872.0
1990,Taiwan,584.58,3.343,20586176.0,319544655872.0
1991,Taiwan,618.122,1.969,20770622.0,345041731584.0
1992,Taiwan,656.759,3.079,20952226.0,372335116288.0
1993,Taiwan,694.728,1.856,21125720.0,396245794816.0
1994,Taiwan,737.265,2.141,21293440.0,424444067840.0
1995,Taiwan,783.61,1.983,21455818.0,450424700928.0
1996,Taiwan,816.115,1.902,21612430.0,476536045568.0
1997,Taiwan,864.061,1.989,21764850.0,503887069184.0
1998,Taiwan,916.047,2.214,21913670.0,523233591296.0
1999,Taiwan,958.345,1.811,22057216.0,556406079488.0
2000,Taiwan,1019.305,1.651,22194740.0,590045511680.0
2001,Taiwan,1050.969,1.827,22333124.0,580535844864.0
2002,Taiwan,1096.776,1.209,22469622.0,610723430400.0
2003,Taiwan,1146.048,1.268,22593682.0,633632587776.0
2004,Taiwan,1194.548,1.275,22703098.0,672471777280.0
2005,Taiwan,1210.244,1.474,22796312.0,706377285632.0
2006,Taiwan,1242.206,1.477,22874972.0,743466663936.0
2007,Taiwan,1294.336,1.599,22942314.0,789092106240.0
2008,Taiwan,1251.61,1.578,22998324.0,791831511040.0
2009,Taiwan,1218.387,1.525,23044086.0,776672313344.0
2010,Taiwan,1306.276,1.593,23083086.0,856202805248.0
2011,Taiwan,1300.001,1.669,23143076.0,885618245632.0
2012,Taiwan,1288.127,2.054,23234064.0,903889158144.0
2013,Taiwan,1315.755,2.045,23330332.0,923794866176.0
2014,Taiwan,1344.988,1.756,23422504.0,960945848320.0
2015,Taiwan,1343.74,1.833,23512136.0,967876935680.0
2016,Taiwan,1352.724,2.256,23594476.0,981422637056.0
2017,Taiwan,1350.777,2.183,23665028.0,1013917548544.0
2018,Taiwan,1369.142,2.179,23726186.0,1041749573632.0
1981,Thailand,146.198,6.015,46727288.0,202771415040.0
1982,Thailand,149.822,7.571,47700340.0,213618819072.0
1983,Thailand,164.249,6.589,48670568.0,225512488960.0
1984,Thailand,182.116,6.626,49636732.0,238519435264.0
1985,Thailand,190.292,5.736,50594932.0,249623871488.0
1986,Thailand,202.566,8.075,51542096.0,263410237440.0
1987,Thailand,231.225,5.194,52479184.0,288520110080.0
1988,Thailand,260.218,4.262,53410956.0,326878396416.0
1989,Thailand,301.15,5.435,54324012.0,366691713024.0
1990,Thailand,354.068,4.115,55228408.0,407627792384.0
1991,Thailand,390.639,3.435,56099872.0,439083565056.0
1992,Thailand,427.419,2.893,56939020.0,476583460864.0
1993,Thailand,484.995,2.222,57776080.0,514625699840.0
1994,Thailand,545.12,2.418,58610012.0,552247492608.0
1995,Thailand,615.363,3.242,59424836.0,593301602304.0
1996,Thailand,696.202,3.159,60211100.0,622895955968.0
1997,Thailand,732.905,2.976,60989104.0,601920897024.0
1998,Thailand,675.223,2.375,61745216.0,552405762048.0
1999,Thailand,715.57,1.609,62442652.0,574009180160.0
2000,Thailand,741.95,2.575,63066604.0,595846889472.0
2001,Thailand,782.477,2.571,63649892.0,612467343360.0
2002,Thailand,848.256,2.818,64222576.0,645971836928.0
2003,Thailand,912.103,2.723,64776960.0,688026353664.0
2004,Thailand,990.232,2.313,65311164.0,726679355392.0
2005,Thailand,1021.629,2.275,65821360.0,752297639936.0
2006,Thailand,1043.465,2.977,66319528.0,784687300608.0
2007,Thailand,1079.243,2.964,66826752.0,822075064320.0
2008,Thailand,1079.098,3.019,67328240.0,830943461376.0
2009,Thailand,1108.353,3.156,67813656.0,820031258624.0
2010,Thailand,1181.046,2.904,68270488.0,876003852288.0
2011,Thailand,1212.376,3.575,68712848.0,877821296640.0
2012,Thailand,1301.363,3.89,69157024.0,941351305216.0
2013,Thailand,1308.713,3.981,69578600.0,967124254720.0
2014,Thailand,1350.987,4.389,69960944.0,975956344832.0
2015,Thailand,1382.112,4.316,70294408.0,1004624871424.0
2016,Thailand,1410.84,4.727,70607032.0,1037065846784.0
2017,Thailand,1436.728,5.459,70898208.0,1079232954368.0
2018,Thailand,1481.883,6.558,71127808.0,1124031922176.0
2010,Trinidad and Tobago,233.871,0.005,1410297.0,37145100288.0
2011,Trinidad and Tobago,229.675,0.005,1420021.0,36506640384.0
2012,Trinidad and Tobago,226.102,0.005,1430379.0,36978462720.0
2013,Trinidad and Tobago,230.297,0.005,1440731.0,37960331264.0
2014,Trinidad and Tobago,229.113,0.006,1450663.0,37742333952.0
2015,Trinidad and Tobago,222.304,0.007,1460180.0,37523337216.0
2016,Trinidad and Tobago,197.234,0.008,1469334.0,35605774336.0
